-0.603, -0.265, 0.060, -2.926, 1.138, 0.000 
-0.478, 0.043, 0.058, -2.950, 1.064, -0.009 
-0.467, 0.058, 0.057, -2.964, 1.026, -0.013 
-0.456, 0.074, 0.057, -2.986, 0.961, -0.015 
-0.445, 0.088, 0.057, -3.014, 0.873, -0.017 
-0.435, 0.102, 0.057, -3.046, 0.756, -0.014 
-0.430, 0.117, 0.057, -3.075, 0.629, -0.013 
-0.428, 0.132, 0.058, -3.096, 0.512, -0.010 
-0.428, 0.147, 0.059, -3.108, 0.421, -0.004 
-0.430, 0.164, 0.059, -3.119, 0.332, -0.003 
-0.434, 0.180, 0.059, -3.127, 0.250, -0.004 
-0.438, 0.195, 0.059, -3.132, 0.176, -0.004 
-0.444, 0.211, 0.059, -3.135, 0.105, -0.003 
-0.451, 0.229, 0.059, -3.136, 0.055, -0.003 
-0.459, 0.246, 0.059, -3.137, 0.034, -0.003 
-0.466, 0.264, 0.059, -3.137, 0.035, -0.003 
-0.473, 0.282, 0.059, -3.138, 0.057, -0.005 
-0.478, 0.300, 0.058, -3.138, 0.086, -0.008 
-0.481, 0.319, 0.057, -3.139, 0.118, -0.010 
-0.482, 0.335, 0.056, 3.137, -0.148, 0.013 
-0.482, 0.352, 0.054, 3.133, -0.175, 0.016 
-0.482, 0.365, 0.053, 3.133, -0.145, 0.018 
-0.482, 0.379, 0.053, 3.134, -0.073, 0.020 
-0.483, 0.394, 0.054, 3.138, -0.002, 0.015 
-0.486, 0.414, 0.055, 3.139, 0.045, 0.012 
-0.491, 0.431, 0.056, 3.139, 0.052, 0.012 
-0.494, 0.450, 0.055, 3.137, 0.028, 0.014 
-0.492, 0.467, 0.054, 3.136, 0.000, 0.015 
-0.490, 0.482, 0.055, 3.138, -0.024, 0.012 
-0.493, 0.492, 0.055, 3.138, -0.033, 0.012 
-0.494, 0.498, 0.054, 3.137, -0.040, 0.013 
-0.490, 0.508, 0.055, 3.138, -0.054, 0.012 
-0.485, 0.514, 0.056, 3.140, -0.069, 0.009 
-0.483, 0.511, 0.055, 3.136, -0.071, 0.013 
