-0.559, -0.241, 0.060, -2.926, 1.138, 0.000 
-0.574, -0.053, 0.059, -3.106, 0.452, -0.006 
-0.575, -0.047, 0.059, -3.108, 0.436, -0.006 
-0.575, -0.041, 0.059, -3.110, 0.425, -0.006 
-0.576, -0.034, 0.059, -3.111, 0.415, -0.006 
-0.576, -0.023, 0.059, -3.112, 0.413, -0.006 
-0.577, -0.012, 0.059, -3.112, 0.412, -0.006 
-0.577, -0.002, 0.059, -3.112, 0.411, -0.006 
-0.577, 0.008, 0.059, -3.114, 0.396, -0.006 
-0.576, 0.019, 0.059, -3.117, 0.375, -0.006 
-0.576, 0.033, 0.059, -3.120, 0.351, -0.006 
-0.575, 0.045, 0.059, -3.122, 0.329, -0.006 
-0.574, 0.057, 0.059, -3.125, 0.301, -0.006 
-0.573, 0.070, 0.059, -3.128, 0.273, -0.006 
-0.571, 0.084, 0.059, -3.130, 0.253, -0.006 
-0.569, 0.097, 0.059, -3.131, 0.237, -0.006 
-0.567, 0.111, 0.060, -3.131, 0.227, -0.001 
-0.570, 0.124, 0.062, -3.129, 0.220, 0.009 
-0.575, 0.138, 0.063, -3.128, 0.227, 0.013 
-0.579, 0.155, 0.064, -3.123, 0.277, 0.015 
-0.579, 0.172, 0.063, -3.120, 0.313, 0.012 
-0.577, 0.190, 0.063, -3.116, 0.357, 0.011 
-0.570, 0.208, 0.063, -3.109, 0.408, 0.012 
-0.564, 0.223, 0.063, -3.103, 0.451, 0.013 
-0.558, 0.237, 0.063, -3.097, 0.490, 0.013 
-0.553, 0.249, 0.063, -3.091, 0.526, 0.013 
-0.546, 0.264, 0.063, -3.084, 0.567, 0.013 
-0.539, 0.281, 0.064, -3.074, 0.613, 0.015 
-0.531, 0.300, 0.065, -3.062, 0.665, 0.020 
-0.523, 0.318, 0.066, -3.050, 0.714, 0.023 
-0.510, 0.335, 0.066, -3.038, 0.767, 0.021 
-0.497, 0.350, 0.066, -3.026, 0.819, 0.018 
-0.484, 0.365, 0.066, -3.012, 0.869, 0.017 
-0.469, 0.377, 0.065, -2.999, 0.918, 0.014 
-0.452, 0.385, 0.064, -2.985, 0.965, 0.010 
-0.435, 0.391, 0.063, -2.971, 1.009, 0.008 
-0.418, 0.396, 0.062, -2.958, 1.053, 0.003 
-0.397, 0.402, 0.060, -2.940, 1.106, -0.000 
-0.374, 0.409, 0.059, 2.916, -1.169, 0.003 
-0.350, 0.419, 0.059, -2.888, 1.237, -0.002 
-0.329, 0.431, 0.059, -2.858, 1.304, -0.002 
-0.308, 0.440, 0.058, 2.827, -1.362, 0.009 
-0.288, 0.447, 0.057, 2.799, -1.419, 0.010 
-0.271, 0.452, 0.057, 2.775, -1.464, 0.009 
-0.258, 0.457, 0.058, 2.755, -1.504, 0.008 
-0.248, 0.463, 0.058, 2.739, -1.533, 0.008 
-0.241, 0.466, 0.058, 2.727, -1.554, 0.008 
-0.236, 0.469, 0.058, 2.719, -1.567, 0.008 
-0.236, 0.469, 0.058, 2.719, -1.568, 0.008 
-0.236, 0.469, 0.058, 2.719, -1.568, 0.008 
