-0.670, -0.235, 0.060, -2.926, 1.138, 0.000 
-0.574, 0.036, 0.061, -2.967, 1.024, 0.002 
-0.569, 0.040, 0.060, -2.962, 1.038, -0.001 
-0.565, 0.044, 0.061, -2.957, 1.052, -0.002 
-0.562, 0.048, 0.060, -2.952, 1.064, -0.003 
-0.557, 0.054, 0.059, -2.945, 1.084, -0.005 
-0.552, 0.063, 0.060, -2.936, 1.109, -0.004 
-0.544, 0.070, 0.060, -2.926, 1.135, -0.008 
-0.536, 0.078, 0.060, -2.915, 1.162, -0.002 
-0.526, 0.085, 0.060, -2.904, 1.189, -0.002 
-0.516, 0.091, 0.060, -2.893, 1.215, -0.002 
-0.504, 0.097, 0.061, -2.895, 1.211, 0.001 
-0.493, 0.103, 0.060, -2.917, 1.156, -0.003 
-0.480, 0.109, 0.060, -2.947, 1.079, -0.002 
-0.468, 0.116, 0.061, -2.974, 1.000, 0.001 
-0.456, 0.124, 0.061, -3.000, 0.920, 0.001 
-0.445, 0.132, 0.061, -3.021, 0.847, 0.002 
-0.434, 0.141, 0.061, -3.040, 0.773, 0.002 
-0.425, 0.150, 0.061, -3.057, 0.698, 0.005 
-0.417, 0.160, 0.062, -3.073, 0.626, 0.004 
-0.410, 0.171, 0.061, -3.089, 0.550, 0.001 
-0.403, 0.182, 0.062, -3.099, 0.476, 0.007 
-0.399, 0.195, 0.062, -3.107, 0.405, 0.010 
-0.395, 0.208, 0.063, -3.113, 0.344, 0.013 
-0.392, 0.222, 0.063, -3.118, 0.285, 0.014 
-0.388, 0.235, 0.063, -3.124, 0.230, 0.011 
-0.382, 0.248, 0.063, -3.128, 0.165, 0.010 
-0.378, 0.261, 0.064, -3.128, 0.094, 0.015 
-0.378, 0.274, 0.064, -3.129, 0.015, 0.016 
-0.379, 0.287, 0.064, -3.128, -0.054, 0.015 
-0.384, 0.301, 0.065, -3.126, -0.116, 0.017 
-0.391, 0.315, 0.065, -3.123, -0.159, 0.018 
-0.400, 0.329, 0.065, -3.124, -0.177, 0.019 
-0.410, 0.341, 0.065, -3.127, -0.180, 0.018 
-0.420, 0.351, 0.064, -3.129, -0.179, 0.017 
-0.428, 0.359, 0.064, -3.132, -0.161, 0.015 
-0.437, 0.367, 0.063, -3.137, -0.076, 0.014 
-0.445, 0.375, 0.062, -3.138, 0.043, 0.013 
-0.450, 0.385, 0.061, -3.136, 0.145, 0.011 
-0.452, 0.397, 0.060, -3.132, 0.239, 0.010 
-0.453, 0.412, 0.060, -3.126, 0.308, 0.010 
-0.452, 0.428, 0.060, -3.123, 0.323, 0.011 
-0.452, 0.447, 0.061, -3.121, 0.347, 0.011 
-0.450, 0.467, 0.060, -3.117, 0.388, 0.009 
-0.448, 0.484, 0.060, 3.116, -0.402, -0.008 
-0.444, 0.502, 0.059, -3.111, 0.438, 0.007 
-0.438, 0.518, 0.058, 3.104, -0.469, -0.003 
-0.433, 0.531, 0.058, 3.104, -0.473, -0.004 
-0.428, 0.543, 0.058, 3.108, -0.451, -0.003 
-0.425, 0.555, 0.059, -3.111, 0.433, 0.004 
-0.423, 0.565, 0.059, -3.113, 0.416, 0.004 
-0.422, 0.573, 0.058, 3.115, -0.398, -0.002 
-0.423, 0.578, 0.058, 3.114, -0.408, -0.001 
