-0.614, -0.261, 0.060, -2.926, 1.138, 0.001 
-0.592, 0.034, 0.059, -3.123, 0.322, -0.008 
-0.587, 0.049, 0.060, -3.125, 0.299, -0.000 
-0.586, 0.066, 0.061, -3.125, 0.292, 0.004 
-0.585, 0.084, 0.062, -3.124, 0.297, 0.007 
-0.579, 0.106, 0.061, -3.123, 0.304, 0.004 
-0.575, 0.129, 0.061, -3.122, 0.312, 0.004 
-0.573, 0.152, 0.063, -3.121, 0.312, 0.013 
-0.571, 0.173, 0.063, -3.121, 0.303, 0.014 
-0.567, 0.192, 0.062, -3.122, 0.296, 0.011 
-0.562, 0.211, 0.063, -3.119, 0.314, 0.013 
-0.557, 0.227, 0.063, -3.113, 0.376, 0.011 
-0.552, 0.246, 0.064, -3.108, 0.415, 0.012 
-0.549, 0.266, 0.063, -3.100, 0.461, 0.015 
-0.546, 0.286, 0.063, -3.093, 0.509, 0.014 
-0.545, 0.307, 0.062, -3.087, 0.546, 0.012 
-0.542, 0.326, 0.062, -3.079, 0.594, 0.010 
-0.537, 0.343, 0.062, -3.074, 0.626, 0.007 
-0.530, 0.361, 0.061, -3.067, 0.659, 0.005 
-0.520, 0.379, 0.060, -3.069, 0.653, 0.003 
-0.509, 0.398, 0.061, -3.074, 0.622, 0.008 
-0.498, 0.416, 0.062, -3.079, 0.592, 0.009 
-0.491, 0.436, 0.063, -3.079, 0.582, 0.011 
-0.491, 0.452, 0.062, -3.079, 0.589, 0.010 
-0.491, 0.467, 0.061, -3.076, 0.619, 0.005 
-0.488, 0.482, 0.061, -3.069, 0.654, 0.003 
-0.481, 0.498, 0.060, -3.066, 0.674, 0.002 
-0.472, 0.513, 0.060, -3.055, 0.724, 0.001 
-0.461, 0.526, 0.060, -3.048, 0.749, 0.002 
-0.452, 0.536, 0.060, -3.048, 0.748, 0.003 
-0.445, 0.544, 0.060, -3.054, 0.712, 0.005 
-0.439, 0.553, 0.061, -3.063, 0.667, 0.007 
-0.436, 0.563, 0.061, -3.070, 0.632, 0.007 
-0.436, 0.571, 0.060, -3.075, 0.621, 0.003 
-0.433, 0.579, 0.058, -3.072, 0.652, -0.001 
-0.429, 0.585, 0.058, -3.072, 0.658, -0.002 
-0.426, 0.587, 0.058, -3.068, 0.672, -0.002 
