-0.717, -0.203, 0.060, -2.926, 1.138, 0.000 
-0.661, 0.054, 0.062, -2.850, 1.318, 0.007 
-0.651, 0.062, 0.062, -2.839, 1.342, 0.008 
-0.640, 0.071, 0.063, -2.827, 1.367, 0.009 
-0.629, 0.078, 0.062, -2.816, 1.388, 0.007 
-0.618, 0.085, 0.062, -2.804, 1.412, 0.005 
-0.606, 0.094, 0.061, -2.790, 1.440, 0.005 
-0.594, 0.103, 0.061, -2.775, 1.468, 0.005 
-0.580, 0.112, 0.061, -2.757, 1.500, 0.002 
-0.566, 0.122, 0.061, -2.738, 1.534, 0.002 
-0.551, 0.131, 0.060, -2.718, 1.569, 0.000 
-0.534, 0.140, 0.060, -2.703, 1.595, -0.001 
-0.518, 0.147, 0.060, -2.715, 1.573, -0.002 
-0.501, 0.154, 0.059, -2.744, 1.522, -0.003 
-0.483, 0.163, 0.059, -2.770, 1.475, -0.003 
-0.466, 0.173, 0.060, -2.794, 1.428, -0.001 
-0.451, 0.184, 0.060, -2.820, 1.377, -0.001 
-0.435, 0.197, 0.060, -2.847, 1.319, -0.003 
-0.422, 0.211, 0.060, -2.871, 1.266, -0.002 
-0.408, 0.225, 0.060, -2.895, 1.209, -0.002 
-0.392, 0.240, 0.059, -2.918, 1.159, -0.008 
-0.379, 0.254, 0.060, -2.934, 1.113, -0.004 
-0.367, 0.269, 0.060, -2.950, 1.069, -0.001 
-0.354, 0.285, 0.060, -2.966, 1.023, -0.001 
-0.342, 0.299, 0.060, -2.979, 0.984, -0.002 
-0.330, 0.313, 0.060, -2.991, 0.948, -0.002 
-0.317, 0.328, 0.061, -3.000, 0.918, 0.000 
-0.308, 0.345, 0.062, -3.003, 0.896, 0.005 
-0.300, 0.363, 0.061, -3.009, 0.880, 0.002 
-0.289, 0.381, 0.060, -3.015, 0.862, 0.000 
-0.279, 0.396, 0.060, -3.021, 0.845, -0.001 
-0.267, 0.414, 0.060, -3.022, 0.838, -0.000 
-0.257, 0.429, 0.060, -3.024, 0.836, -0.002 
-0.249, 0.441, 0.060, -3.023, 0.841, -0.001 
-0.242, 0.452, 0.060, -3.022, 0.845, -0.001 
-0.238, 0.460, 0.060, -3.020, 0.853, -0.002 
