-0.716, -0.281, 0.060, -2.926, 1.138, 0.000 
-0.781, -0.052, 0.060, -2.797, 1.426, -0.005 
-0.763, -0.043, 0.060, -2.784, 1.453, -0.003 
-0.744, -0.034, 0.060, -2.788, 1.443, -0.004 
-0.724, -0.021, 0.061, -2.786, 1.448, -0.002 
-0.702, -0.010, 0.061, -2.773, 1.473, -0.000 
-0.682, 0.000, 0.063, -2.756, 1.507, 0.008 
-0.664, 0.011, 0.063, -2.746, 1.526, 0.009 
-0.649, 0.022, 0.062, -2.731, 1.552, 0.008 
-0.634, 0.032, 0.062, -2.698, 1.607, 0.005 
-0.616, 0.040, 0.061, -2.657, 1.672, 0.001 
-0.596, 0.045, 0.061, -2.614, 1.738, -0.000 
-0.571, 0.049, 0.060, -2.566, 1.807, -0.001 
-0.545, 0.046, 0.060, -2.530, 1.855, -0.004 
-0.520, 0.039, 0.059, -2.528, 1.857, -0.004 
-0.494, 0.032, 0.059, -2.562, 1.811, -0.004 
-0.469, 0.024, 0.059, -2.628, 1.712, -0.004 
-0.443, 0.018, 0.059, -2.706, 1.586, -0.004 
-0.420, 0.020, 0.060, -2.771, 1.471, 0.002 
-0.402, 0.029, 0.060, -2.829, 1.354, 0.004 
-0.390, 0.041, 0.060, -2.874, 1.256, 0.003 
-0.376, 0.056, 0.060, -2.912, 1.166, 0.003 
-0.365, 0.072, 0.060, -2.943, 1.083, 0.005 
-0.355, 0.089, 0.060, -2.974, 0.995, 0.003 
-0.349, 0.109, 0.061, -3.000, 0.910, 0.006 
-0.342, 0.130, 0.061, -3.023, 0.831, 0.005 
-0.334, 0.148, 0.061, -3.038, 0.770, 0.005 
-0.328, 0.169, 0.062, -3.052, 0.704, 0.011 
-0.324, 0.194, 0.062, -3.065, 0.639, 0.011 
-0.319, 0.214, 0.061, -3.076, 0.596, 0.008 
-0.315, 0.231, 0.062, -3.082, 0.558, 0.012 
-0.311, 0.251, 0.062, -3.085, 0.538, 0.012 
-0.307, 0.270, 0.062, -3.084, 0.543, 0.010 
-0.303, 0.289, 0.062, -3.081, 0.562, 0.010 
-0.298, 0.308, 0.062, -3.080, 0.574, 0.008 
-0.294, 0.325, 0.061, -3.080, 0.581, 0.006 
-0.290, 0.341, 0.061, -3.079, 0.583, 0.006 
-0.286, 0.357, 0.061, -3.080, 0.579, 0.006 
-0.283, 0.371, 0.061, -3.080, 0.578, 0.005 
-0.280, 0.386, 0.061, -3.080, 0.576, 0.006 
-0.277, 0.403, 0.061, -3.080, 0.574, 0.006 
-0.277, 0.420, 0.061, -3.081, 0.570, 0.006 
-0.276, 0.435, 0.061, -3.083, 0.568, 0.004 
-0.276, 0.448, 0.060, -3.089, 0.551, 0.002 
