-0.599, -0.425, 0.060, -2.926, 1.138, -0.000 
-0.593, -0.161, 0.058, -3.049, 0.735, -0.010 
-0.585, -0.140, 0.058, -3.054, 0.719, -0.007 
-0.576, -0.116, 0.059, -3.060, 0.696, -0.006 
-0.570, -0.098, 0.059, -3.066, 0.670, -0.005 
-0.564, -0.080, 0.059, -3.077, 0.614, -0.005 
-0.560, -0.066, 0.059, -3.097, 0.512, -0.002 
-0.560, -0.054, 0.059, -3.118, 0.358, -0.002 
-0.566, -0.040, 0.060, -3.132, 0.203, 0.006 
-0.577, -0.023, 0.062, -3.137, 0.082, 0.014 
-0.593, -0.005, 0.063, -3.137, -0.012, 0.016 
-0.611, 0.013, 0.062, -3.137, -0.085, 0.010 
-0.625, 0.031, 0.061, -3.136, -0.109, 0.007 
-0.638, 0.054, 0.061, -3.137, -0.097, 0.004 
-0.648, 0.076, 0.060, -3.139, -0.054, 0.001 
-0.654, 0.099, 0.060, -3.140, 0.016, 0.001 
-0.654, 0.124, 0.060, -3.138, 0.096, -0.000 
-0.651, 0.154, 0.061, -3.133, 0.192, 0.005 
-0.643, 0.184, 0.060, -3.125, 0.303, 0.002 
-0.631, 0.210, 0.057, 3.114, -0.412, 0.008 
-0.620, 0.236, 0.058, 3.096, -0.534, 0.008 
-0.609, 0.258, 0.057, 3.071, -0.655, 0.013 
-0.593, 0.279, 0.054, 3.038, -0.789, 0.022 
-0.574, 0.299, 0.055, 2.997, -0.934, 0.020 
-0.556, 0.311, 0.056, 2.962, -1.043, 0.018 
-0.539, 0.316, 0.055, 2.941, -1.096, 0.022 
-0.518, 0.316, 0.055, 2.934, -1.114, 0.023 
-0.498, 0.312, 0.055, 2.943, -1.093, 0.021 
-0.480, 0.308, 0.056, 2.967, -1.029, 0.015 
-0.464, 0.308, 0.056, 3.000, -0.930, 0.013 
-0.450, 0.312, 0.057, 3.036, -0.805, 0.011 
-0.442, 0.321, 0.058, -3.065, 0.684, -0.007 
-0.436, 0.334, 0.059, -3.088, 0.567, -0.004 
-0.429, 0.349, 0.059, -3.104, 0.465, -0.002 
-0.421, 0.364, 0.059, -3.117, 0.372, -0.002 
-0.413, 0.377, 0.060, -3.126, 0.285, -0.002 
-0.406, 0.391, 0.061, -3.128, 0.209, 0.002 
-0.402, 0.407, 0.061, -3.130, 0.155, 0.003 
-0.398, 0.425, 0.061, -3.134, 0.123, 0.001 
-0.395, 0.439, 0.060, -3.137, 0.107, -0.001 
-0.394, 0.447, 0.059, -3.138, 0.110, -0.003 
-0.394, 0.449, 0.059, -3.139, 0.114, -0.004 
-0.392, 0.451, 0.059, -3.138, 0.122, -0.003 
