-0.521, -0.455, 0.060, -2.926, 1.138, -0.000 
-0.644, -0.175, 0.057, -2.957, 1.042, -0.016 
-0.634, -0.159, 0.057, -2.947, 1.070, -0.013 
-0.625, -0.146, 0.058, -2.938, 1.099, -0.009 
-0.617, -0.135, 0.059, -2.929, 1.125, -0.007 
-0.610, -0.124, 0.059, -2.919, 1.150, -0.006 
-0.602, -0.112, 0.058, -2.907, 1.178, -0.009 
-0.593, -0.102, 0.058, -2.897, 1.203, -0.009 
-0.581, -0.093, 0.058, -2.887, 1.226, -0.009 
-0.568, -0.084, 0.058, -2.883, 1.237, -0.007 
-0.558, -0.074, 0.059, -2.899, 1.201, -0.003 
-0.549, -0.060, 0.058, -2.923, 1.140, -0.008 
-0.538, -0.045, 0.058, -2.941, 1.093, -0.010 
-0.526, -0.029, 0.058, -2.955, 1.055, -0.009 
-0.514, -0.012, 0.058, -2.961, 1.038, -0.010 
-0.500, 0.006, 0.058, -2.960, 1.039, -0.012 
-0.486, 0.022, 0.058, -2.960, 1.041, -0.013 
-0.471, 0.038, 0.058, -2.962, 1.036, -0.014 
-0.456, 0.055, 0.058, -2.964, 1.031, -0.014 
-0.440, 0.072, 0.058, -2.963, 1.034, -0.012 
-0.425, 0.092, 0.058, -2.963, 1.035, -0.010 
-0.410, 0.113, 0.058, -2.965, 1.030, -0.012 
-0.397, 0.130, 0.058, -2.969, 1.022, -0.014 
-0.382, 0.146, 0.058, -2.971, 1.017, -0.014 
-0.367, 0.161, 0.058, -2.971, 1.018, -0.015 
-0.354, 0.176, 0.059, -2.973, 1.010, -0.009 
-0.343, 0.191, 0.059, -2.979, 0.992, -0.009 
-0.334, 0.202, 0.058, -2.988, 0.970, -0.014 
-0.324, 0.214, 0.058, 2.993, -0.950, 0.017 
-0.312, 0.224, 0.057, 2.995, -0.939, 0.018 
-0.299, 0.233, 0.057, 2.994, -0.942, 0.017 
-0.287, 0.244, 0.058, 2.992, -0.956, 0.013 
-0.275, 0.257, 0.059, 2.986, -0.975, 0.011 
-0.264, 0.269, 0.059, 2.977, -1.001, 0.011 
-0.253, 0.280, 0.059, 2.968, -1.029, 0.011 
-0.242, 0.289, 0.059, 2.959, -1.054, 0.011 
-0.233, 0.296, 0.059, 2.955, -1.065, 0.010 
-0.223, 0.304, 0.059, 2.953, -1.069, 0.010 
-0.214, 0.310, 0.059, 2.954, -1.067, 0.010 
-0.205, 0.317, 0.059, -2.955, 1.066, -0.008 
-0.198, 0.327, 0.060, -2.953, 1.062, -0.004 
-0.191, 0.338, 0.060, -2.953, 1.062, -0.004 
-0.186, 0.346, 0.059, -2.953, 1.066, -0.006 
-0.181, 0.353, 0.059, -2.954, 1.065, -0.006 
-0.179, 0.357, 0.059, -2.956, 1.059, -0.006 
